Gate_index;Calc-Gated_Sample-X;Calc-Gated_Sample-Z;Calc-Gated_Sample-Rz;Calc-Gated_Sample-Rx;Calc-Gated_Sample-Rs;Calc-Gated_FZPCS-X;Calc-Gated_FZPCS-Z;Calc-Gated_FZPCS-Rx;Calc-Gated_FZPCS-Rz;Raw-Gated_Sample-Xe;Raw-Gated_Sample-Xi;Raw-Gated_Sample-Ze;Raw-Gated_Sample-Zi;Raw-Gated_Sample-Zo;Raw-Gated_FZPCS-Xe;Raw-Gated_FZPCS-Xi;Raw-Gated_FZPCS-Ze;Raw-Gated_FZPCS-Zi;std(Raw-Gated_Sample-Xe);std(Raw-Gated_Sample-Xi);std(Raw-Gated_Sample-Ze);std(Raw-Gated_Sample-Zi);std(Raw-Gated_Sample-Zo);std(Raw-Gated_FZPCS-Xe);std(Raw-Gated_FZPCS-Xi);std(Raw-Gated_FZPCS-Ze);std(Raw-Gated_FZPCS-Zi);
72.000000;3.704015e-01;-3.422488e+00;4.106198e-05;1.831840e+01;-7.460387e-09;-6.081641e-05;4.877617e-04;-2.523956e-04;-5.640053e-05;-3.704069e-01;-3.703962e-01;-4.319616e+04;1.543633e+00;2.215057e+04;6.770909e-05;5.392727e-05;5.186000e-04;4.569273e-04;nan;6.154044e-05;1.068234e+01;nan;2.648120e+00;3.883178e-06;3.372920e-06;2.285076e-06;2.189067e-06;
73.000000;3.721002e-01;-3.421244e+00;2.315704e-05;1.832268e+01;-7.460387e-09;-6.033203e-05;4.878867e-04;-2.519160e-04;-5.563318e-05;-3.721032e-01;-3.720972e-01;-4.319616e+04;1.546120e+00;2.215057e+04;6.712963e-05;5.353704e-05;5.186667e-04;4.571111e-04;nan;8.876183e-05;1.068234e+01;nan;nan;4.359049e-06;3.789414e-06;2.170607e-06;2.155864e-06;
74.000000;3.732573e-01;-3.419783e+00;2.506690e-05;1.832771e+01;-7.460387e-09;-6.053516e-05;4.876172e-04;-2.521078e-04;-5.588896e-05;-3.732606e-01;-3.732541e-01;-4.319616e+04;1.549042e+00;2.215057e+04;6.736364e-05;5.370909e-05;5.184182e-04;4.568182e-04;nan;1.126909e-04;1.068234e+01;2.568792e-04;4.672999e+00;3.439614e-06;2.871011e-06;3.076293e-06;2.869138e-06;
75.000000;3.740313e-01;-3.418176e+00;-6.254789e-05;1.833324e+01;-7.460387e-09;-6.070898e-05;4.879336e-04;-2.517241e-04;-5.536141e-05;-3.740231e-01;-3.740395e-01;-4.319616e+04;1.552257e+00;2.215058e+04;6.747272e-05;5.394545e-05;5.186909e-04;4.571818e-04;4.487403e-05;8.787046e-05;1.068234e+01;nan;4.037484e+00;5.369478e-06;4.506245e-06;2.354595e-06;2.449245e-06;
76.000000;3.762060e-01;-3.416621e+00;-5.049191e-05;1.833859e+01;-7.460387e-09;-5.987695e-05;4.880645e-04;-2.530510e-04;-5.459405e-05;-3.761994e-01;-3.762126e-01;-4.319616e+04;1.555366e+00;2.215059e+04;6.654717e-05;5.320755e-05;5.189811e-04;4.571509e-04;1.206033e-04;nan;1.068234e+01;nan;nan;5.093673e-06;4.422757e-06;2.445901e-06;2.375523e-06;
77.000000;3.749337e-01;-3.415172e+00;-4.894015e-06;1.834358e+01;-7.460387e-09;-5.993164e-05;4.879980e-04;-2.518361e-04;-5.468997e-05;-3.749330e-01;-3.749343e-01;-4.319616e+04;1.558264e+00;2.215059e+04;6.661539e-05;5.325000e-05;5.187692e-04;4.572308e-04;8.725644e-05;1.161988e-04;1.068234e+01;nan;nan;5.880697e-06;5.049269e-06;2.655669e-06;2.553307e-06;
78.000000;3.734128e-01;-3.413796e+00;-2.447007e-05;1.834832e+01;-7.460387e-09;-6.000781e-05;4.877480e-04;-2.512286e-04;-5.563318e-05;-3.734096e-01;-3.734160e-01;-4.319616e+04;1.561016e+00;2.215059e+04;6.680769e-05;5.321154e-05;5.184423e-04;4.570577e-04;5.941009e-05;5.750217e-05;1.068234e+01;nan;3.810308e+00;3.600423e-06;3.146024e-06;2.105704e-06;2.344681e-06;
79.000000;3.715682e-01;-3.412597e+00;-6.421902e-05;1.835244e+01;-7.460387e-09;-5.983789e-05;4.879687e-04;-2.515003e-04;-5.737571e-05;-3.715597e-01;-3.715766e-01;-4.319616e+04;1.563415e+00;2.215059e+04;6.684906e-05;5.283019e-05;5.186981e-04;4.572453e-04;nan;nan;1.068234e+01;4.860172e-04;nan;4.053361e-06;3.407750e-06;2.665321e-06;2.496401e-06;
80.000000;3.690412e-01;-3.411665e+00;1.527887e-05;1.835565e+01;-7.460387e-09;-6.019531e-05;4.876211e-04;-2.512765e-04;-5.844681e-05;-3.690432e-01;-3.690392e-01;-4.319616e+04;1.565278e+00;2.215059e+04;6.733962e-05;5.305660e-05;5.183207e-04;4.569245e-04;nan;8.381163e-05;1.068234e+01;nan;nan;4.041985e-06;3.573600e-06;2.798124e-06;2.620016e-06;
81.000000;3.661768e-01;-3.411015e+00;9.131515e-05;1.835788e+01;-7.460387e-09;-6.043359e-05;4.875820e-04;-2.503173e-04;-5.796721e-05;-3.661888e-01;-3.661649e-01;-4.319616e+04;1.566578e+00;2.215060e+04;6.751852e-05;5.335185e-05;5.181667e-04;4.570000e-04;nan;1.077601e-04;1.068234e+01;nan;nan;4.621823e-06;4.000734e-06;2.574533e-06;2.388122e-06;
82.000000;3.631380e-01;-3.410696e+00;5.538592e-05;1.835898e+01;-7.460387e-09;-6.045313e-05;4.876875e-04;-2.503173e-04;-5.640053e-05;-3.631452e-01;-3.631308e-01;-4.319616e+04;1.567217e+00;2.215060e+04;6.734545e-05;5.356364e-05;5.182727e-04;4.571091e-04;nan;nan;1.068234e+01;nan;nan;4.187540e-06;3.571405e-06;2.486850e-06;2.369417e-06;
83.000000;3.599566e-01;-3.410707e+00;-2.256021e-05;1.835894e+01;-7.460387e-09;-6.028516e-05;4.883887e-04;-2.528272e-04;-5.614475e-05;-3.599536e-01;-3.599595e-01;-4.319616e+04;1.567194e+00;2.215060e+04;6.714815e-05;5.342593e-05;5.192778e-04;4.575000e-04;3.678803e-05;nan;1.068234e+01;nan;nan;3.540269e-06;3.028268e-06;2.823393e-06;2.732901e-06;
84.000000;3.568721e-01;-3.411033e+00;-2.852852e-05;1.835782e+01;-7.460387e-09;-6.059961e-05;4.880820e-04;-2.512446e-04;-5.676822e-05;-3.568684e-01;-3.568758e-01;-4.319616e+04;1.566542e+00;2.215060e+04;6.753704e-05;5.366667e-05;5.187778e-04;4.573889e-04;8.224877e-05;nan;1.068234e+01;8.772391e-05;nan;3.755021e-06;3.103140e-06;2.318258e-06;2.239821e-06;
85.000000;3.540305e-01;-3.411665e+00;5.013381e-05;1.835565e+01;-7.460387e-09;-6.065234e-05;4.876426e-04;-2.525714e-04;-5.697605e-05;-3.540370e-01;-3.540239e-01;-4.319616e+04;1.565278e+00;2.215059e+04;6.761539e-05;5.369231e-05;5.185000e-04;4.567885e-04;nan;nan;1.068234e+01;3.525394e-04;2.997108e+00;4.678718e-06;3.992974e-06;2.994787e-06;2.833502e-06;
86.000000;3.514990e-01;-3.412578e+00;8.582430e-05;1.835251e+01;-7.460387e-09;-6.073437e-05;4.881953e-04;-2.542820e-04;-5.604883e-05;-3.515102e-01;-3.514877e-01;-4.319616e+04;1.563453e+00;2.215060e+04;6.758491e-05;5.388679e-05;5.192642e-04;4.571321e-04;4.901354e-05;6.092567e-05;1.068234e+01;nan;nan;4.946590e-06;4.241157e-06;2.700829e-06;2.458173e-06;
87.000000;3.493875e-01;-3.413742e+00;8.689860e-05;1.834850e+01;-7.460387e-09;-6.129492e-05;4.879883e-04;-2.550813e-04;-5.705598e-05;-3.493989e-01;-3.493761e-01;-4.319616e+04;1.561124e+00;2.215060e+04;6.826923e-05;5.432692e-05;5.191539e-04;4.568269e-04;1.020036e-04;nan;1.068234e+01;2.329677e-04;3.568643e+00;3.808426e-06;3.285852e-06;2.526786e-06;2.380599e-06;
88.000000;3.476307e-01;-3.415136e+00;7.663311e-05;1.834371e+01;-7.460387e-09;-6.088281e-05;4.880273e-04;-2.528752e-04;-5.886246e-05;-3.476408e-01;-3.476207e-01;-4.319616e+04;1.558337e+00;2.215061e+04;6.807692e-05;5.369231e-05;5.189231e-04;4.571346e-04;nan;nan;1.068234e+01;nan;nan;4.154995e-06;3.592424e-06;2.093620e-06;1.852009e-06;
89.000000;3.464304e-01;-3.416662e+00;1.050423e-04;1.833845e+01;-7.460387e-09;-6.084375e-05;4.884023e-04;-2.540582e-04;-5.918219e-05;-3.464442e-01;-3.464167e-01;-4.319616e+04;1.555285e+00;2.215061e+04;6.807692e-05;5.361538e-05;5.194423e-04;4.573654e-04;nan;6.856768e-05;1.068234e+01;nan;nan;5.810678e-06;5.019792e-06;2.695941e-06;2.703527e-06;
90.000000;3.461127e-01;-3.418219e+00;8.856973e-05;1.833309e+01;-7.460387e-09;-6.083008e-05;4.884414e-04;-2.537385e-04;-5.986961e-05;-3.461243e-01;-3.461012e-01;-4.319616e+04;1.552170e+00;2.215061e+04;6.814815e-05;5.351852e-05;5.194445e-04;4.574445e-04;nan;nan;1.068234e+01;nan;2.683151e+00;4.469668e-06;3.933394e-06;3.085052e-06;2.837642e-06;
91.000000;3.465740e-01;-3.419763e+00;8.260142e-05;1.832778e+01;-7.460387e-09;-6.081250e-05;4.879805e-04;-2.537385e-04;-6.001349e-05;-3.465848e-01;-3.465632e-01;-4.319616e+04;1.549082e+00;2.215061e+04;6.814815e-05;5.348148e-05;5.189815e-04;4.569815e-04;5.798955e-05;nan;1.068234e+01;9.996179e-05;nan;3.797730e-06;3.370604e-06;2.399702e-06;2.353747e-06;
92.000000;3.475670e-01;-3.421251e+00;1.264088e-04;1.832266e+01;-7.460387e-09;-6.030859e-05;4.886602e-04;-2.544099e-04;-5.863865e-05;-3.475836e-01;-3.475505e-01;-4.319616e+04;1.546106e+00;2.215061e+04;6.747272e-05;5.314545e-05;5.197455e-04;4.575818e-04;nan;nan;1.068234e+01;1.889533e-04;5.249709e+00;4.098190e-06;3.675083e-06;2.009661e-06;1.933792e-06;
93.000000;3.491843e-01;-3.422588e+00;1.445525e-04;1.831806e+01;-7.460387e-09;-6.112891e-05;4.884902e-04;-2.538184e-04;-5.956587e-05;-3.492032e-01;-3.491654e-01;-4.319616e+04;1.543432e+00;2.215061e+04;6.840741e-05;5.385185e-05;5.195000e-04;4.574815e-04;nan;nan;1.068234e+01;nan;nan;3.525096e-06;3.234105e-06;2.850439e-06;2.774756e-06;
94.000000;3.511433e-01;-3.423775e+00;1.875243e-04;1.831397e+01;-7.460387e-09;-6.138086e-05;4.880977e-04;-2.538024e-04;-5.715190e-05;-3.511678e-01;-3.511187e-01;-4.319616e+04;1.541058e+00;2.215061e+04;6.836364e-05;5.440000e-05;5.191091e-04;4.570909e-04;6.864375e-05;4.963223e-05;1.068234e+01;nan;1.289712e+00;3.476435e-06;2.976255e-06;2.013672e-06;1.897739e-06;
95.000000;3.535519e-01;-3.424721e+00;1.835852e-04;1.831071e+01;-7.460387e-09;-6.077734e-05;4.882480e-04;-2.538184e-04;-5.547331e-05;-3.535759e-01;-3.535279e-01;-4.319616e+04;1.539166e+00;2.215062e+04;6.755556e-05;5.400000e-05;5.192593e-04;4.572408e-04;nan;nan;1.068234e+01;nan;4.060487e+00;3.562446e-06;3.231770e-06;2.349818e-06;2.257601e-06;
96.000000;3.563958e-01;-3.425370e+00;6.923240e-05;1.830848e+01;-7.460387e-09;-6.099805e-05;4.884141e-04;-2.563602e-04;-5.683217e-05;-3.564048e-01;-3.563867e-01;-4.319616e+04;1.537868e+00;2.215062e+04;6.794340e-05;5.405660e-05;5.197358e-04;4.570943e-04;4.551415e-05;5.132844e-05;1.068234e+01;2.274813e-04;4.060487e+00;5.412831e-06;4.675995e-06;3.321413e-06;3.334274e-06;
97.000000;3.594545e-01;-3.425695e+00;6.362219e-05;1.830736e+01;-7.460387e-09;-6.100000e-05;4.881152e-04;-2.546817e-04;-5.934206e-05;-3.594629e-01;-3.594462e-01;-4.319616e+04;1.537218e+00;2.215062e+04;6.825000e-05;5.375000e-05;5.192308e-04;4.570000e-04;nan;1.009670e-04;1.068234e+01;2.810505e-04;nan;3.588855e-06;2.986338e-06;2.384252e-06;2.165064e-06;
98.000000;3.626108e-01;-3.425682e+00;1.871662e-04;1.830740e+01;-7.460387e-09;-6.167773e-05;4.878945e-04;-2.552092e-04;-6.239549e-05;-3.626353e-01;-3.625863e-01;-4.319616e+04;1.537244e+00;2.215062e+04;6.930189e-05;5.405660e-05;5.190755e-04;4.567170e-04;1.182849e-04;nan;1.068234e+01;nan;nan;3.902479e-06;3.460920e-06;2.242999e-06;2.268716e-06;
99.000000;3.657246e-01;-3.425354e+00;2.031613e-04;1.830853e+01;-7.460387e-09;-6.221875e-05;4.881426e-04;-2.560245e-04;-6.068493e-05;-3.657512e-01;-3.656980e-01;-4.319616e+04;1.537900e+00;2.215063e+04;6.963461e-05;5.480769e-05;5.194231e-04;4.568654e-04;nan;5.983310e-05;1.068234e+01;2.312377e-04;nan;4.066904e-06;3.491939e-06;3.024508e-06;2.955832e-06;
100.000000;3.690048e-01;-3.424667e+00;4.237500e-05;1.831090e+01;-7.460387e-09;-6.179297e-05;4.884980e-04;-2.567599e-04;-5.956587e-05;-3.690103e-01;-3.689992e-01;-4.319616e+04;1.539274e+00;2.215063e+04;6.907407e-05;5.451852e-05;5.198704e-04;4.571296e-04;3.329643e-05;nan;1.068234e+01;3.451746e-04;3.027788e+00;4.379447e-06;3.690509e-06;2.691638e-06;2.370327e-06;
101.000000;3.715344e-01;-3.423753e+00;-3.867465e-05;1.831404e+01;-7.460387e-09;-6.196289e-05;4.881367e-04;-2.576072e-04;-6.169208e-05;-3.715293e-01;-3.715394e-01;-4.319616e+04;1.541102e+00;2.215064e+04;6.950000e-05;5.442593e-05;5.196111e-04;4.566667e-04;8.178800e-05;5.808772e-05;1.068234e+01;1.691138e-04;nan;5.181001e-06;4.716416e-06;2.623719e-06;2.556090e-06;
102.000000;3.736302e-01;-3.422592e+00;-4.428486e-05;1.831804e+01;-7.460387e-09;-6.174805e-05;4.882754e-04;-2.576871e-04;-6.102064e-05;-3.736244e-01;-3.736360e-01;-4.319616e+04;1.543424e+00;2.215064e+04;6.920370e-05;5.429630e-05;5.197593e-04;4.567963e-04;1.121689e-04;1.271544e-04;1.068234e+01;nan;nan;5.505463e-06;4.817543e-06;2.852607e-06;2.750745e-06;
103.000000;3.749674e-01;-3.421266e+00;7.281339e-06;1.832260e+01;-7.460387e-09;-6.229883e-05;4.877617e-04;-2.555289e-04;-6.108459e-05;-3.749684e-01;-3.749665e-01;-4.319616e+04;1.546075e+00;2.215064e+04;6.976363e-05;5.483636e-05;5.189818e-04;4.565454e-04;1.122402e-04;nan;1.068234e+01;nan;1.905612e+00;4.177724e-06;3.725893e-06;3.250663e-06;3.151583e-06;
104.000000;3.758556e-01;-3.419782e+00;5.037254e-05;1.832772e+01;-7.460387e-09;-6.269141e-05;4.881836e-04;-2.545058e-04;-6.055703e-05;-3.758622e-01;-3.758490e-01;-4.319616e+04;1.549045e+00;2.215064e+04;7.009259e-05;5.529630e-05;5.192778e-04;4.570926e-04;nan;nan;1.068234e+01;nan;3.594337e+00;3.907621e-06;3.286516e-06;2.767499e-06;2.710763e-06;
105.000000;3.765461e-01;-3.418169e+00;-6.087677e-06;1.833326e+01;-7.460387e-09;-6.281836e-05;4.882344e-04;-2.521078e-04;-5.830293e-05;-3.765453e-01;-3.765469e-01;-4.319616e+04;1.552269e+00;2.215067e+04;6.994340e-05;5.569811e-05;5.190377e-04;4.574340e-04;5.310550e-05;nan;1.068234e+01;nan;nan;3.568286e-06;3.159814e-06;2.031441e-06;1.948660e-06;
106.000000;3.787843e-01;-3.416597e+00;4.798522e-05;1.833868e+01;-7.460387e-09;-6.271094e-05;4.878730e-04;-2.517721e-04;-5.761551e-05;-3.787906e-01;-3.787780e-01;-4.319616e+04;1.555415e+00;2.215106e+04;6.975000e-05;5.567308e-05;5.186346e-04;4.571154e-04;1.277534e-04;nan;1.068234e+01;nan;nan;4.089752e-06;3.577305e-06;2.986470e-06;2.575340e-06;
107.000000;3.776272e-01;-3.415131e+00;1.043261e-04;1.834372e+01;-7.460387e-09;-6.293164e-05;4.880937e-04;-2.530990e-04;-5.689612e-05;-3.776408e-01;-3.776135e-01;-4.319616e+04;1.558346e+00;2.215108e+04;6.988461e-05;5.598077e-05;5.190192e-04;4.571731e-04;6.483663e-05;nan;1.068234e+01;7.726416e-05;nan;4.027159e-06;3.592127e-06;3.554816e-06;3.442524e-06;
108.000000;3.761999e-01;-3.413724e+00;9.131515e-05;1.834856e+01;-7.460387e-09;-6.250781e-05;4.882246e-04;-2.542021e-04;-5.636856e-05;-3.762119e-01;-3.761880e-01;-4.319616e+04;1.561161e+00;2.215121e+04;6.939622e-05;5.562264e-05;5.192830e-04;4.571698e-04;nan;4.462902e-05;1.068234e+01;3.756368e-04;nan;4.779452e-06;4.451925e-06;2.051248e-06;2.137995e-06;
109.000000;3.746892e-01;-3.412419e+00;-2.339578e-05;1.835305e+01;-7.460387e-09;-6.253516e-05;4.881875e-04;-2.557528e-04;-5.659237e-05;-3.746862e-01;-3.746923e-01;-4.319616e+04;1.563771e+00;2.215121e+04;6.945283e-05;5.562264e-05;5.194340e-04;4.569434e-04;7.440910e-05;5.579787e-05;1.068234e+01;nan;7.232018e+00;4.100492e-06;3.577826e-06;2.649054e-06;2.730784e-06;
110.000000;3.724108e-01;-3.411333e+00;-2.411197e-05;1.835679e+01;-7.460387e-09;-6.197852e-05;4.888594e-04;-2.559446e-04;-5.593692e-05;-3.724076e-01;-3.724139e-01;-4.319616e+04;1.565941e+00;2.215152e+04;6.881481e-05;5.514815e-05;5.201296e-04;4.575926e-04;nan;nan;1.068234e+01;nan;nan;3.549072e-06;3.141197e-06;2.568360e-06;2.399093e-06;
111.000000;3.698020e-01;-3.410471e+00;3.199014e-05;1.835976e+01;-7.460387e-09;-6.116211e-05;4.883613e-04;-2.556728e-04;-5.267567e-05;-3.698062e-01;-3.697978e-01;-4.319616e+04;1.567665e+00;2.215152e+04;6.760000e-05;5.472727e-05;5.196000e-04;4.571273e-04;nan;2.169279e-05;1.068234e+01;4.857720e-04;nan;4.376001e-06;3.830282e-06;2.096812e-06;1.967954e-06;
112.000000;3.668882e-01;-3.409843e+00;8.630177e-05;1.836192e+01;-7.460387e-09;-6.088672e-05;4.882031e-04;-2.555609e-04;-5.077327e-05;-3.668995e-01;-3.668769e-01;-4.319616e+04;1.568922e+00;2.215153e+04;6.709259e-05;5.468518e-05;5.194259e-04;4.569815e-04;9.081282e-05;7.998896e-05;1.068234e+01;nan;5.739956e+00;3.632582e-06;3.047930e-06;2.570206e-06;2.399765e-06;
113.000000;3.635979e-01;-3.409530e+00;1.414490e-04;1.836299e+01;-7.460387e-09;-6.000781e-05;4.886797e-04;-2.562004e-04;-5.067735e-05;-3.636164e-01;-3.635793e-01;-4.319616e+04;1.569548e+00;2.215157e+04;6.620000e-05;5.381818e-05;5.199818e-04;4.573818e-04;nan;nan;1.068234e+01;3.800460e-04;5.749732e+00;4.069448e-06;3.427681e-06;3.032645e-06;3.096320e-06;
114.000000;3.604384e-01;-3.409465e+00;5.204367e-05;1.836322e+01;-7.460387e-09;-6.018750e-05;4.894434e-04;-2.573674e-04;-5.297941e-05;-3.604452e-01;-3.604316e-01;-4.319616e+04;1.569677e+00;2.215157e+04;6.666038e-05;5.371698e-05;5.208868e-04;4.580000e-04;nan;7.664747e-05;1.068234e+01;nan;5.749732e+00;3.659791e-06;3.110431e-06;2.782785e-06;2.546444e-06;
115.000000;3.573401e-01;-3.409675e+00;4.153944e-05;1.836249e+01;-7.460387e-09;-6.094922e-05;4.889609e-04;-2.566800e-04;-5.505766e-05;-3.573456e-01;-3.573347e-01;-4.319616e+04;1.569258e+00;2.215157e+04;6.767924e-05;5.422641e-05;5.203207e-04;4.576038e-04;nan;nan;1.068234e+01;3.196262e-04;5.749732e+00;4.281509e-06;3.467618e-06;2.735697e-06;2.559111e-06;
116.000000;3.544308e-01;-3.410150e+00;9.310564e-05;1.836086e+01;-7.460387e-09;-6.131445e-05;4.889805e-04;-2.556249e-04;-5.689612e-05;-3.544430e-01;-3.544186e-01;-4.319616e+04;1.568307e+00;2.215158e+04;6.826923e-05;5.436538e-05;5.202115e-04;4.577500e-04;nan;1.755769e-05;1.068234e+01;nan;5.069944e+00;4.000514e-06;3.413959e-06;2.320125e-06;2.294695e-06;
117.000000;3.516966e-01;-3.410882e+00;1.320190e-04;1.835834e+01;-7.460387e-09;-6.146094e-05;4.892578e-04;-2.570637e-04;-5.835089e-05;-3.517138e-01;-3.516793e-01;-4.319616e+04;1.566843e+00;2.215159e+04;6.859259e-05;5.433333e-05;5.206667e-04;4.578518e-04;nan;4.161110e-05;1.068234e+01;nan;3.823145e+00;3.694499e-06;3.121031e-06;1.891041e-06;1.752202e-06;
118.000000;3.492462e-01;-3.411848e+00;1.242602e-04;1.835502e+01;-7.460387e-09;-6.163281e-05;4.895547e-04;-2.559446e-04;-5.950192e-05;-3.492625e-01;-3.492299e-01;-4.319616e+04;1.564912e+00;2.215162e+04;6.890385e-05;5.436538e-05;5.208269e-04;4.582885e-04;nan;6.836480e-05;1.068234e+01;nan;5.599680e+00;4.828822e-06;4.052703e-06;2.554067e-06;2.538627e-06;
119.000000;3.471637e-01;-3.413043e+00;6.135423e-05;1.835091e+01;-7.460387e-09;-6.213281e-05;4.895371e-04;-2.553211e-04;-5.950192e-05;-3.471717e-01;-3.471557e-01;-4.319616e+04;1.562522e+00;2.215162e+04;6.940385e-05;5.486538e-05;5.207308e-04;4.583462e-04;nan;2.648833e-05;1.068234e+01;nan;nan;4.993316e-06;4.229175e-06;2.184854e-06;2.110225e-06;
120.000000;3.454946e-01;-3.414404e+00;3.879402e-05;1.834622e+01;-7.460387e-09;-6.194141e-05;4.890645e-04;-2.555130e-04;-5.899035e-05;-3.454997e-01;-3.454895e-01;-4.319616e+04;1.559800e+00;2.215162e+04;6.915094e-05;5.473585e-05;5.202830e-04;4.578491e-04;7.234226e-05;nan;1.068234e+01;nan;nan;4.900578e-06;4.287568e-06;2.375201e-06;2.382373e-06;
121.000000;3.441653e-01;-3.415899e+00;8.546620e-05;1.834108e+01;-7.460387e-09;-6.203516e-05;4.893242e-04;-2.562643e-04;-5.892641e-05;-3.441765e-01;-3.441541e-01;-4.319616e+04;1.556811e+00;2.215162e+04;6.923637e-05;5.483636e-05;5.206364e-04;4.580182e-04;2.574452e-05;3.315292e-05;1.068234e+01;nan;nan;4.418799e-06;3.750190e-06;2.272315e-06;2.235011e-06;
122.000000;3.435812e-01;-3.417440e+00;9.597043e-05;1.833577e+01;-7.460387e-09;-6.202539e-05;4.893711e-04;-2.539623e-04;-6.018934e-05;-3.435937e-01;-3.435686e-01;-4.319616e+04;1.553728e+00;2.215162e+04;6.938182e-05;5.467273e-05;5.204000e-04;4.583455e-04;6.995534e-06;nan;1.068234e+01;3.936496e-04;4.066488e+00;3.839921e-06;3.474903e-06;2.537635e-06;2.281634e-06;
123.000000;3.436796e-01;-3.419005e+00;7.221656e-05;1.833039e+01;-7.460387e-09;-6.194336e-05;4.893340e-04;-2.532109e-04;-5.894239e-05;-3.436891e-01;-3.436702e-01;-4.319616e+04;1.550598e+00;2.215161e+04;6.914545e-05;5.474545e-05;5.202727e-04;4.584000e-04;nan;nan;1.068234e+01;2.954985e-04;6.074586e+00;4.837030e-06;4.247884e-06;2.567801e-06;2.535739e-06;
124.000000;3.443567e-01;-3.420530e+00;5.586339e-05;1.832514e+01;-7.460387e-09;-6.266797e-05;4.889785e-04;-2.526674e-04;-5.751959e-05;-3.443640e-01;-3.443493e-01;-4.319616e+04;1.547547e+00;2.215162e+04;6.969811e-05;5.564151e-05;5.198491e-04;4.581132e-04;7.246205e-05;9.856442e-05;1.068234e+01;nan;nan;3.652812e-06;3.156853e-06;2.960955e-06;2.791611e-06;
125.000000;3.454715e-01;-3.422000e+00;5.610212e-05;1.832008e+01;-7.460387e-09;-6.305273e-05;4.891914e-04;-2.516922e-04;-5.638455e-05;-3.454788e-01;-3.454641e-01;-4.319616e+04;1.544609e+00;2.215163e+04;6.994444e-05;5.616667e-05;5.199445e-04;4.584445e-04;5.742464e-05;nan;1.068234e+01;3.815744e-04;nan;3.461003e-06;3.016919e-06;2.717644e-06;2.578308e-06;
126.000000;3.470117e-01;-3.423341e+00;1.375099e-04;1.831546e+01;-7.460387e-09;-6.306445e-05;4.889414e-04;-2.512765e-04;-5.676822e-05;-3.470297e-01;-3.469937e-01;-4.319616e+04;1.541925e+00;2.215163e+04;7.000000e-05;5.613208e-05;5.196415e-04;4.582453e-04;7.038219e-05;nan;1.068234e+01;3.988806e-04;3.837143e+00;4.175414e-06;3.721615e-06;2.606778e-06;2.488896e-06;
127.000000;3.489569e-01;-3.424532e+00;2.170078e-04;1.831136e+01;-7.460387e-09;-6.323242e-05;4.887910e-04;-2.514204e-04;-5.721585e-05;-3.489853e-01;-3.489285e-01;-4.319616e+04;1.539544e+00;2.215163e+04;7.022642e-05;5.624528e-05;5.195095e-04;4.580755e-04;4.877784e-05;5.768665e-05;1.068234e+01;nan;nan;6.042718e-06;5.552183e-06;2.654337e-06;2.562603e-06;
128.000000;3.513578e-01;-3.425513e+00;2.406423e-04;1.830798e+01;-7.460387e-09;-6.298828e-05;4.889980e-04;-2.519000e-04;-5.799919e-05;-3.513893e-01;-3.513263e-01;-4.319616e+04;1.537582e+00;2.215163e+04;7.007547e-05;5.590566e-05;5.197736e-04;4.582264e-04;nan;7.111366e-05;1.068234e+01;nan;3.837143e+00;4.661573e-06;4.076023e-06;1.970856e-06;1.831430e-06;
129.000000;3.541285e-01;-3.426271e+00;1.427620e-04;1.830537e+01;-7.460387e-09;-6.297070e-05;4.890645e-04;-2.527313e-04;-5.753558e-05;-3.541472e-01;-3.541098e-01;-4.319616e+04;1.536065e+00;2.215164e+04;7.000000e-05;5.594340e-05;5.199434e-04;4.581887e-04;nan;nan;1.068234e+01;3.260395e-04;nan;3.880289e-06;3.389270e-06;2.866107e-06;2.758362e-06;
130.000000;3.571071e-01;-3.426753e+00;6.780001e-05;1.830371e+01;-7.460387e-09;-6.323438e-05;4.892344e-04;-2.508928e-04;-5.675224e-05;-3.571160e-01;-3.570982e-01;-4.319616e+04;1.535101e+00;2.215164e+04;7.016982e-05;5.630189e-05;5.198868e-04;4.585849e-04;1.098351e-04;9.027501e-05;1.068234e+01;1.951216e-04;4.295928e+00;4.390073e-06;3.663095e-06;2.308669e-06;2.334969e-06;
131.000000;3.602247e-01;-3.426972e+00;7.472325e-05;1.830296e+01;-7.460387e-09;-6.276172e-05;4.886621e-04;-2.518680e-04;-5.684816e-05;-3.602345e-01;-3.602150e-01;-4.319616e+04;1.534664e+00;2.215164e+04;6.970909e-05;5.581818e-05;5.194363e-04;4.578909e-04;nan;9.583547e-05;1.068234e+01;5.247570e-04;4.295928e+00;4.228349e-06;3.516696e-06;3.397733e-06;3.120338e-06;
132.000000;3.633835e-01;-3.426889e+00;1.901504e-04;1.830325e+01;-7.460387e-09;-6.247852e-05;4.888945e-04;-2.527473e-04;-5.705598e-05;-3.634084e-01;-3.633587e-01;-4.319616e+04;1.534830e+00;2.215164e+04;6.945283e-05;5.550943e-05;5.197736e-04;4.580189e-04;1.163521e-04;2.561629e-05;1.068234e+01;nan;4.295928e+00;4.302590e-06;3.704263e-06;2.367070e-06;2.447373e-06;
